name,address,latitude,longitude,loc_rating,rating
Clarendon Hotel Melbourne,"209-215 Clarendon Street, South Melbourne, 3205 Melbourne, Australia",-37.830914,144.9598788,9.1,8.8
Luxuria Apartments - Fulton Lane,"155 Franklin Street, 3000 Melbourne, Australia",-37.8088259,144.9595488,10,9.9
Espresso Apartments - Brighton Beach Bayside Beauty,"6/32 Bay St, Brighton, 3186 Melbourne, Australia",-37.903916,144.988048,8.9,8.9
Darlington Serviced Apartments - 40 Hall,"40 Hall Street 607, 3039 Melbourne, Australia",-37.7658922,144.9206563,9.4,9.5
Melbourne Airport Home,"47 Nepean St, 3047 Melbourne, Australia",-37.6873724,144.9276121,7.6,8.3
Como Court (Budget) by Crest Hotels,"53 Barkly Street, 3182 Melbourne, Australia",-37.859149,144.982458,8.3,8.1
Sturt - 2 Bedroom Aptm,"152 Sturt Street, Southbank, 3006 Melbourne, Australia",-37.8254394,144.9659161,8.7,9.1
Exclusive Stays - Rivergarden,"79 Whiteman Street, Southbank, 3006 Melbourne, Australia",-37.8265664,144.9562363,9.1,8.9
Greswell Villa,"17 Grange Blvd, 3083 Melbourne, Australia",-37.713007,145.05556,8.1,8.1
Quiet Laneway Apartment Near Bourke St Mall,"18 Russell Place, 3000 Melbourne, Australia",-37.8134924,144.9673838,10,9.9
Bay/Sunset View Apt on Collins,"568 Collins Street, 3000 Melbourne, Australia",-37.8183759,144.9554361,10,9.2
Canvas Suites on Flinders,"560 Flinders Street, 3000 Melbourne, Australia",-37.8206319,144.9557428,8.8,8.7
EPIC Apartments,"1109 / 118 Kavanagh Street, Southbank, 3006 Melbourne, Australia",-37.8253868,144.962001,9.7,9.5
Designer living 2BD with rooftop deck in CBD,"Carlton, 3053 Melbourne, Australia",-37.798389,144.9694441,9.5,8.6
Essence of Degraves - Rejuvenate Stays,"9 Degraves St, 3000 Melbourne, Australia",-37.8177641,144.9656475,9.8,8
Modern Docklands Apartment in CBD,"888 Collins Street, Docklands, 3008 Melbourne, Australia",-37.8205169,144.9422993,8.3,8.4
Coppersmith Hotel,"435 Clarendon St, South Melbourne, South Melbourne, 3205 Melbourne, Australia",-37.8378178,144.963098,9,9.1
Sub Penthouse on Barkly Street,"802/250 Barkly Street, Footscray, 3011 Melbourne, Australia",-37.7990654,144.8960744,8.9,9.8
Melbourne Villa,"58 Mount Street, 3084 Melbourne, Australia",-37.757914,145.062103,9.6,9.3
Quest Bundoora,"40 Janefield Drive, Bundoora, 3083 Melbourne, Australia",-37.6823141,145.0735874,8.7,8.6
Readyset on Franklin,"243 Franklin Street, 3000 Melbourne, Australia",-37.8095502,144.9566201,8.8,8.3
River - Beyond a Room Private Apartments,"565 Flinders Street, Melbourne, 3000 Melbourne, Australia",-37.8211278,144.9558983,9.1,8.8
Naughtons Hotel,"43 Royal Parade, North Melbourne, 3052 Melbourne, Australia",-37.7955846,144.9576146,9.1,8.9
ROOF DECK  BEACH  ST KILDA,"9/47 Fitzroy Street, St Kilda, 3182 Melbourne, Australia",-37.861456,144.9750865,9.3,8.5
Daystt Apartments Southbank,"Unit 3006, 70 Southbank Blvd, Southbank, 3006 Melbourne, Australia",-37.8232421,144.9640661,9.1,8.8
Elizabethan Lodge,"604-610 Middleborough Rd, 3130 Melbourne, Australia",-37.7996374,145.1425043,8.2,8.2
Apartments on Chapman,"76 Chapman Street, North Melbourne, 3051 Melbourne, Australia",-37.7954221,144.9477502,8.9,8.5
Central & quiet Homestay in Fitzroy,"1 Charles Place, Fitzroy , Fitzroy, 3065 Melbourne, Australia",-37.8030719,144.9830495,8.8,8.8
 Water View @ Southbank  1BR+PARKING+WIFI,"Unit 3004, 57/61 City Road, Southbank, 3006 Melbourne, Australia",-37.8221297,144.9659786,10,8.6
No 96,"96 Polaris Drive Doncaster East, 3109 Melbourne, Australia",-37.778948,145.174371,7.8,9
St Kilda Stays - Beach House on Grey,"92 Grey St, 3182 Melbourne, Australia",-37.8632631,144.9810382,8.7,8
Great Southbank apartment with stunning view,"61 Haig Street 2103, Southbank, 3006 Melbourne, Australia",-37.8276686,144.9566961,8.8,8.4
Fantastic double suite,"26 Southgate Avenue, Southbank, 3006 Melbourne, Australia",-37.8204479,144.9671207,10,10
Lovely older home,"20 windsor st footscray, Footscray, 3011 Melbourne, Australia",-37.8009843,144.891752,9,8.7
Lovely Southbank apartment close to everything,"61 Haig Street 1603, Southbank, 3006 Melbourne, Australia",-37.8276686,144.9566961,9.7,9.1
AML Apartment,"25 Wills Street , 3000 Melbourne, Australia",-37.8107426,144.956997,9.4,9.4
UWS Madison Melbourne CBD Apartment,"639 Lonsdale Street, 3000 Melbourne, Australia",-37.8151005,144.9535261,9.3,8.4
Cosy Southbank apartment with great view,"61 Haig Street, Southbank, 3006 Melbourne, Australia",-37.8276686,144.9566961,10,9.8
Canvas Suites on La Trobe,"68 La Trobe Street, Unit 802, 3000 Melbourne, Australia",-37.8083648,144.9667899,9.2,8.7
Quest Ivanhoe,"72-84 Upper Heidelberg Road, 3079 Melbourne, Australia",-37.7702138,145.0417118,8.7,8.4
Hiigh Apartments,"153B High St, , Prahran, 3181 Melbourne, Australia",-37.8515137,144.9924229,9.3,8.7
Comforto Home,"220 Spencer St, 3000 Melbourne, Australia",-37.8156694,144.952988,9.4,8.6
Best Western Fawkner Suites & Serviced Apartments,"1162-1164 Sydney Road , Fawkner, 3060 Melbourne, Australia",-37.710631,144.961855,8.4,9
Exclusive Stays - The Summit,"163 City Road, Southbank, 3006 Melbourne, Australia",-37.8243289,144.9626463,9.5,9.1
Exclusive Stays - Yarra Condos,"38 Kavanagh Street, Southbank, 3006 Melbourne, Australia",-37.8235487,144.9643242,8.9,8.9
Sixty Two On Grey Serviced Apartments,"62 Grey Street, 3182 Melbourne, Australia",-37.8618069,144.9797063,8.3,8.1
HFN St Kilda Icon Apartment,"6 St Kild RD St Kilda 1702, 3000 Melbourne, Australia",-37.8566873,144.9834374,8.7,8.3
Victoria One Melbourne Onelife Apartments,"Unit 6702, 462 Elizabeth St, 3000 Melbourne, Australia",-37.8078248,144.9605737,9.2,8.3
BIG4 Melbourne Holiday Park,"265 Elizabeth Street, Coburg, 3058 Melbourne, Australia",-37.7227759,144.9847727,8.5,8.7
Bay View Retro Collector's Aprtment on Collins,"568 Collins Street 2908, 3000 Melbourne, Australia",-37.8183759,144.9554361,9.2,8.9
Exclusive Stays - The Century,"14 Kavanagh Street, Southbank, 3006 Melbourne, Australia",-37.8226046,144.9662699,9.2,8.5
Clean & peaceful place close to city,"250 Barkly Street, Footscray, 3011 Melbourne, Australia",-37.7990654,144.8960744,8.6,8.8
Mt Cooper Inn,"Unit 6 1191 Plenty Rd, 3083 Melbourne, Australia",-37.7033139,145.0558945,8.6,9.2
A Trendy Brighton Jewel,"6 matthews court, 3187 Melbourne, Australia",-37.9100566,145.016678,7.5,8.8
Mail Mail Home,"38 Rose Lane 605 lonsdale st, 3000 Melbourne, Australia",-37.8148892,144.9542038,8.9,8.4
Waterbed Port Melbourne room,"124 Ingles Street, 3207 Melbourne, Australia",-37.8326388,144.9460943,8.8,9.3
Canvas Suites on Wills,"25 Wills Street, 3000 Melbourne, Australia",-37.8107426,144.956997,9.3,9.3
Your Home Away from Home,"185 Orrong Road, 3183 Melbourne, Australia",-37.8749518,145.0075959,9.3,9.5
The Anderson - Rejuvenate Stays,"3/11a Anderson St, Albert Park, 3205 Melbourne, Australia",-37.840329,144.960312,8.8,8.1
Quest Kew,"19 Walpole Street, Kew, 3101 Melbourne, Australia",-37.8055545,145.0313808,9.1,8.6
The Dan,"3 Ridge Road, 3791 Melbourne, Australia",-37.902211,145.398152,9,8.9
City Views apartments,"555 Flinders Street, 3000 Melbourne, Australia",-37.820969,144.9564872,8.9,8.7
Federation Square Apartments - Breathtaking View,"238 Flinders Street Apartment 1303, 3000 Melbourne, Australia",-37.8173927,144.9663866,9.9,9.6
Exquisite Apartments Docklands by TWIG,"39 Caravel Lane, Docklands, 3008 Melbourne, Australia",-37.8147514,144.9407958,9.3,8.8
"Zelda, Beyond a Room Private Apartments","20-22 McKillop St, Apartment 602, 3000 Melbourne, Australia",-37.815111,144.9618289,9.5,9.5
Trendy 6 Star apartment with amenities to match(1),"555 Saint Kilda Road, Prahran, 3004 Melbourne, Australia",-37.8470517,144.9806745,9.8,9.7
Heart of CBD 2 Bedroom Comfy Apartment@Avant,"60 A'Beckett Street, 3004 Melbourne, Australia",-37.8088802,144.9614851,8.5,8.8
"50 meters to the beach, transport and restaurants","11/9 Wilton Grove, Elwood, 3184 Melbourne, Australia",-37.882766,144.980176,9.5,9.4
Close To All,"Unit 106, 565 Flinders Street, 3000 Melbourne, Australia",-37.8211278,144.9558983,9.9,9.4
Camberwell Vacation Apartment,"828 Burke Road, Apt. 2.21, Camberwell, 3124 Melbourne, Australia",-37.821798,145.058718,8.8,8.9
East Brunswick Hotel,"280 Lygon Street, 3057 Melbourne, Australia",-37.769859,144.9724129,9,9
Exclusive Stays - Wrap,"68 Fawkner Street, Southbank, Southbank, 3006 Melbourne, Australia",-37.8234486,144.963957,8.8,8.4
Australian Home Away @ Richmond,"9 Egan Street Richmond, Richmond, 3121 Melbourne, Australia",-37.8136448,144.9915407,8.5,8.2
"Brunswick Getaway, close to bars, rest & Cafes","122 Blyth Street, 3056 Melbourne, Australia",-37.76662,144.971693,9.4,8.9
Fantastic Southbank Apartment,"309/39 Coventry Street, South Melbourne, 3006 Melbourne, Australia",-37.8294694,144.9691814,9.3,9.6
Exclusive Stays - The Centurion,"83 Whiteman Street, Southbank, 3006 Melbourne, Australia",-37.8270114,144.9559351,8.8,8
Hollywood Style CBD 2 Bed 2 Bath Apt@Trillium,"36 La Trobe Street, 3000 Melbourne, Australia",-37.8082574,144.9676359,8.3,7.9
"Hotel Style Apartment with Huge Balcony, Bars, Rest, Cafes & Woolies at ur Door","808 Sydney Road 120, 3056 Melbourne, Australia",-37.7577937,144.96398,10,9.6
Hume Villa Motor Inn,"1324 Sydney Road, 3060 Melbourne, Australia",-37.6966829,144.9597209,8.2,8.2
Exclusive Stays - Sentinel,"88 Kavanagh St, Southbank, Southbank, 3006 Melbourne, Australia",-37.8247596,144.9629475,9.2,8.9
Landing Pads Richmond,"153 Hoddle Street Richmond, East Melbourne, 3121 Melbourne, Australia",-37.8154828,144.9906115,9.5,8.9
International 2 bed 2 bath apartment,"Haig Street 63, Southbank, 3006 Melbourne, Australia",-37.8276686,144.9566961,9.4,8.5
Exclusive Stays - Southpoint,"22 Kavanagh Street, Southbank, 3006 Melbourne, Australia",-37.8229321,144.9658885,9.6,8.9
River View 2Bed APT+FREE CAR SPACE Mins to Mel CBD,"883 Collins Street, Docklands, 3008 Melbourne, Australia",-37.8211211,144.9425286,9,8.1
"Warehouse Apartment + Netflix, Games Room and Sauna","26 Albert Street, 3057 Melbourne, Australia",-37.7708367,144.978523,9,8.2
Turnkey Accommodation ®π Victoria Harbour Docklands,"888 Collins Street, Dockland, Melbourne, Victoria, Australia, Docklands, 3008 Melbourne, Australia",-37.8205169,144.9422993,10,9.9
Exclusive Stays - Southgate,"28 Southgate Avenue, Southbank, 3006 Melbourne, Australia",-37.8206451,144.967594,10,9.2
Brunswick Luxury,"408/808 Sydney road, 3056 Melbourne, Australia",-37.7577937,144.96398,9.5,9.4
 Docklands Harbour  Modern Apartment,"883 Collins Street, Docklands, 3008 Melbourne, Australia",-37.8211211,144.9425286,8,8.2
Austin Rise Bed and Breakfast,"5 Quinn street ,Heidelberg, 3084 Melbourne, Australia",-37.752132,145.07113,9.2,9.5
Habitat Complex,"58 Clarke Street, Southbank, 3006 Melbourne, Australia",-37.8278376,144.9593337,9.1,8.2
Elm Apartment,"1511/ 22 Dorcas Street , South Melbourne, 3006 Melbourne, Australia",-37.8300237,144.9695301,8.4,8.1
Exclusive Stays - SXY,"12 Yarra Street, South Yarra, 3141 Melbourne, Australia",-37.8369806,144.9930644,8.7,8.8
Exclusive Stays - Gallery Tower,"33 City Road, Southbank, 3006 Melbourne, Australia",-37.8216222,144.9668458,9.4,9.2
Hume House,"17 Hume Road Springvale South, 3172 Melbourne, Australia",-37.966422,145.146002,8.3,8.4
Stunning Cozy Home,"7 Passfield Street, 3055 Melbourne, Australia",-37.768021,144.940777,8.6,8.9
